order_id,order_date,payment_id,payment_date,payment_method,payment_status,failure_reason
40,2024-02-15,40,2024-02-15 00:02:00,UPI,Success,
41,2024-05-28,41,2024-05-28 00:05:00,UPI,Success,
42,2024-03-15,42,2024-03-15 00:03:00,UPI,Success,
43,2024-05-03,43,2024-05-03 00:04:00,UPI,Success,
44,2024-02-17,44,2024-02-17 00:09:00,UPI,Success,
45,2024-03-02,45,2024-03-02 00:04:00,UPI,Success,
46,2024-02-27,46,2024-02-27 00:09:00,UPI,Success,
47,2024-01-18,47,2024-01-18 00:07:00,Wallet,Success,
48,2024-04-17,48,2024-04-17 00:01:00,UPI,Success,
49,2024-02-17,49,2024-02-17 00:07:00,Credit Card,Success,
50,2024-03-03,50,2024-03-03 00:08:00,UPI,Success,
51,2024-01-12,51,2024-01-12 00:06:00,Credit Card,Success,
52,2024-02-03,52,2024-02-03 00:07:00,UPI,Success,
53,2024-04-11,53,2024-04-11 00:01:00,Wallet,Failed,Bank Error
54,2024-03-27,54,2024-03-27 00:07:00,UPI,Success,
55,2024-01-25,55,2024-01-25 00:06:00,UPI,Success,
56,2024-05-11,56,2024-05-11 00:09:00,UPI,Success,
57,2024-05-20,57,2024-05-20 00:08:00,UPI,Success,
58,2024-06-18,58,2024-06-18 00:01:00,Credit Card,Failed,Bank Error
59,2024-02-18,59,2024-02-18 00:07:00,UPI,Success,
60,2024-03-18,60,2024-03-18 00:08:00,UPI,Success,
61,2024-06-23,61,2024-06-23 00:06:00,UPI,Failed,Insufficient Balance
62,2024-05-15,62,2024-05-15 00:02:00,UPI,Success,
63,2024-02-24,63,2024-02-24 00:04:00,Wallet,Success,
64,2024-01-18,64,2024-01-18 00:06:00,Credit Card,Success,
65,2024-02-04,65,2024-02-04 00:03:00,Debit Card,Success,
66,2024-06-08,66,2024-06-08 00:08:00,Credit Card,Success,
67,2024-05-31,67,2024-05-31 00:06:00,Debit Card,Success,
68,2024-01-07,68,2024-01-07 00:01:00,UPI,Success,
69,2024-01-13,69,2024-01-13 00:02:00,UPI,Success,
70,2024-05-05,70,2024-05-05 00:05:00,UPI,Success,
71,2024-04-21,71,2024-04-21 00:09:00,Wallet,Success,
72,2024-03-09,72,2024-03-09 00:01:00,Credit Card,Success,
73,2024-04-09,73,2024-04-09 00:03:00,Credit Card,Success,
74,2024-03-30,74,2024-03-30 00:02:00,UPI,Success,
75,2024-02-11,75,2024-02-11 00:08:00,UPI,Success,
76,2024-04-18,76,2024-04-18 00:03:00,UPI,Success,
77,2024-06-07,77,2024-06-07 00:04:00,Credit Card,Success,
78,2024-04-19,78,2024-04-19 00:02:00,Credit Card,Success,
79,2024-01-26,79,2024-01-26 00:06:00,UPI,Success,
80,2024-03-16,80,2024-03-16 00:07:00,UPI,Success,
81,2024-02-01,81,2024-02-01 00:09:00,UPI,Success,
82,2024-03-31,82,2024-03-31 00:01:00,Wallet,Success,
83,2024-05-04,83,2024-05-04 00:02:00,UPI,Success,
84,2024-05-05,84,2024-05-05 00:02:00,UPI,Success,
85,2024-02-21,85,2024-02-21 00:05:00,Credit Card,Success,
86,2024-05-27,86,2024-05-27 00:03:00,UPI,Success,
87,2024-04-12,87,2024-04-12 00:06:00,UPI,Success,
88,2024-04-14,88,2024-04-14 00:07:00,UPI,Success,
89,2024-06-16,89,2024-06-16 00:04:00,Wallet,Success,
90,2024-01-14,90,2024-01-14 00:06:00,UPI,Success,
91,2024-06-20,91,2024-06-20 00:04:00,UPI,Success,
92,2024-04-13,92,2024-04-13 00:09:00,UPI,Success,
93,2024-04-26,93,2024-04-26 00:07:00,UPI,Success,
94,2024-02-17,94,2024-02-17 00:07:00,Credit Card,Success,
95,2024-04-02,95,2024-04-02 00:01:00,UPI,Failed,Insufficient Balance
96,2024-06-19,96,2024-06-19 00:04:00,Credit Card,Success,
97,2024-05-23,97,2024-05-23 00:06:00,Debit Card,Success,
98,2024-04-19,98,2024-04-19 00:08:00,UPI,Success,
99,2024-06-11,99,2024-06-11 00:09:00,Wallet,Success,
100,2024-02-22,100,2024-02-22 00:03:00,Credit Card,Success,
101,2024-06-10,101,2024-06-10 00:04:00,UPI,Failed,Bank Error
102,2024-01-03,102,2024-01-03 00:01:00,UPI,Success,
103,2024-03-08,103,2024-03-08 00:08:00,UPI,Success,
104,2024-05-12,104,2024-05-12 00:01:00,UPI,Success,
105,2024-05-17,105,2024-05-17 00:05:00,Wallet,Success,
106,2024-02-21,106,2024-02-21 00:09:00,Credit Card,Success,
107,2024-06-05,107,2024-06-05 00:05:00,UPI,Success,
108,2024-04-05,108,2024-04-05 00:07:00,Credit Card,Failed,Timeout
109,2024-01-31,109,2024-01-31 00:07:00,UPI,Success,
110,2024-03-06,110,2024-03-06 00:05:00,Wallet,Success,
111,2024-03-31,111,2024-03-31 00:03:00,UPI,Success,
112,2024-03-09,112,2024-03-09 00:09:00,UPI,Success,
113,2024-06-13,113,2024-06-13 00:03:00,UPI,Success,
114,2024-06-03,114,2024-06-03 00:07:00,Credit Card,Success,
115,2024-03-27,115,2024-03-27 00:08:00,UPI,Failed,Insufficient Balance
116,2024-02-02,116,2024-02-02 00:06:00,Credit Card,Success,
117,2024-03-08,117,2024-03-08 00:07:00,Credit Card,Success,
118,2024-03-28,118,2024-03-28 00:09:00,UPI,Success,
119,2024-06-20,119,2024-06-20 00:02:00,UPI,Success,
120,2024-04-04,120,2024-04-04 00:07:00,Wallet,Failed,Insufficient Balance
121,2024-04-17,121,2024-04-17 00:03:00,UPI,Success,
122,2024-06-25,122,2024-06-25 00:03:00,UPI,Success,
123,2024-02-22,123,2024-02-22 00:01:00,Credit Card,Success,
124,2024-03-14,124,2024-03-14 00:04:00,UPI,Success,
125,2024-02-18,125,2024-02-18 00:05:00,Debit Card,Success,
126,2024-04-22,126,2024-04-22 00:09:00,UPI,Success,
127,2024-04-23,127,2024-04-23 00:03:00,UPI,Success,
128,2024-04-04,128,2024-04-04 00:05:00,UPI,Success,
129,2024-01-25,129,2024-01-25 00:07:00,UPI,Success,
130,2024-05-11,130,2024-05-11 00:06:00,Credit Card,Success,
131,2024-06-27,131,2024-06-27 00:01:00,Credit Card,Success,
132,2024-05-18,132,2024-05-18 00:01:00,UPI,Success,
133,2024-05-24,133,2024-05-24 00:07:00,UPI,Success,
134,2024-04-17,134,2024-04-17 00:05:00,Credit Card,Success,
135,2024-03-09,135,2024-03-09 00:01:00,UPI,Success,
136,2024-03-24,136,2024-03-24 00:03:00,UPI,Success,
137,2024-06-05,137,2024-06-05 00:04:00,Debit Card,Success,
138,2024-03-25,138,2024-03-25 00:06:00,Wallet,Success,
139,2024-04-28,139,2024-04-28 00:06:00,UPI,Success,
140,2024-03-12,140,2024-03-12 00:06:00,Wallet,Success,
141,2024-01-20,141,2024-01-20 00:08:00,UPI,Success,
142,2024-01-27,142,2024-01-27 00:02:00,Credit Card,Success,
143,2024-01-08,143,2024-01-08 00:04:00,UPI,Success,
144,2024-03-25,144,2024-03-25 00:03:00,Wallet,Success,
145,2024-03-01,145,2024-03-01 00:01:00,Wallet,Success,
146,2024-06-04,146,2024-06-04 00:06:00,Credit Card,Success,
147,2024-01-03,147,2024-01-03 00:02:00,Wallet,Success,
148,2024-01-07,148,2024-01-07 00:06:00,UPI,Success,
149,2024-01-04,149,2024-01-04 00:03:00,Debit Card,Success,
150,2024-05-12,150,2024-05-12 00:09:00,UPI,Success,
151,2024-05-18,151,2024-05-18 00:05:00,Credit Card,Success,
152,2024-05-04,152,2024-05-04 00:05:00,Credit Card,Success,
153,2024-01-15,153,2024-01-15 00:09:00,Credit Card,Success,
154,2024-01-13,154,2024-01-13 00:08:00,UPI,Success,
155,2024-04-27,155,2024-04-27 00:06:00,UPI,Success,
156,2024-01-07,156,2024-01-07 00:06:00,Credit Card,Success,
157,2024-04-13,157,2024-04-13 00:06:00,UPI,Success,
158,2024-01-06,158,2024-01-06 00:09:00,UPI,Success,
159,2024-03-04,159,2024-03-04 00:02:00,UPI,Success,
160,2024-06-26,160,2024-06-26 00:02:00,Debit Card,Success,
161,2024-01-30,161,2024-01-30 00:02:00,UPI,Success,
162,2024-01-22,162,2024-01-22 00:03:00,UPI,Success,
163,2024-06-01,163,2024-06-01 00:05:00,UPI,Success,
164,2024-06-04,164,2024-06-04 00:01:00,Credit Card,Success,
165,2024-04-27,165,2024-04-27 00:07:00,UPI,Success,
166,2024-03-24,166,2024-03-24 00:07:00,Debit Card,Success,
167,2024-06-15,167,2024-06-15 00:06:00,Credit Card,Success,
168,2024-05-12,168,2024-05-12 00:04:00,Credit Card,Success,
169,2024-05-22,169,2024-05-22 00:05:00,UPI,Success,
170,2024-03-30,170,2024-03-30 00:02:00,Debit Card,Success,
171,2024-06-16,171,2024-06-16 00:04:00,Debit Card,Success,
172,2024-04-30,172,2024-04-30 00:05:00,Credit Card,Success,
173,2024-04-15,173,2024-04-15 00:05:00,UPI,Success,
174,2024-03-09,174,2024-03-09 00:07:00,Debit Card,Success,
175,2024-04-04,175,2024-04-04 00:01:00,UPI,Success,
176,2024-03-17,176,2024-03-17 00:09:00,Wallet,Success,
177,2024-06-19,177,2024-06-19 00:02:00,UPI,Success,
178,2024-01-01,178,2024-01-01 00:01:00,UPI,Success,
179,2024-05-29,179,2024-05-29 00:07:00,UPI,Success,
180,2024-03-02,180,2024-03-02 00:08:00,UPI,Failed,Timeout
181,2024-06-02,181,2024-06-02 00:06:00,Credit Card,Success,
182,2024-01-18,182,2024-01-18 00:02:00,UPI,Failed,Timeout
183,2024-02-17,183,2024-02-17 00:04:00,Debit Card,Success,
184,2024-05-16,184,2024-05-16 00:08:00,Credit Card,Success,
185,2024-01-01,185,2024-01-01 00:04:00,UPI,Success,
186,2024-05-16,186,2024-05-16 00:04:00,UPI,Success,
187,2024-05-30,187,2024-05-30 00:01:00,UPI,Success,
188,2024-04-16,188,2024-04-16 00:02:00,UPI,Failed,Timeout
189,2024-06-21,189,2024-06-21 00:03:00,UPI,Success,
190,2024-05-09,190,2024-05-09 00:06:00,UPI,Success,
191,2024-05-21,191,2024-05-21 00:05:00,Credit Card,Success,
192,2024-02-07,192,2024-02-07 00:03:00,UPI,Success,
193,2024-02-09,193,2024-02-09 00:03:00,UPI,Success,
194,2024-03-22,194,2024-03-22 00:03:00,Credit Card,Success,
195,2024-01-16,195,2024-01-16 00:08:00,Debit Card,Success,
196,2024-05-06,196,2024-05-06 00:09:00,UPI,Failed,Insufficient Balance
197,2024-04-26,197,2024-04-26 00:01:00,Credit Card,Success,
198,2024-04-02,198,2024-04-02 00:01:00,UPI,Success,
199,2024-05-13,199,2024-05-13 00:05:00,UPI,Success,
200,2024-01-03,200,2024-01-03 00:05:00,UPI,Success,
201,2024-01-14,201,2024-01-14 00:03:00,Credit Card,Success,
202,2024-03-06,202,2024-03-06 00:09:00,Wallet,Success,
203,2024-04-04,203,2024-04-04 00:09:00,UPI,Success,
204,2024-03-26,204,2024-03-26 00:07:00,UPI,Success,
205,2024-04-23,205,2024-04-23 00:08:00,UPI,Success,
206,2024-06-07,206,2024-06-07 00:07:00,Wallet,Success,
207,2024-06-09,207,2024-06-09 00:02:00,Credit Card,Success,
208,2024-05-08,208,2024-05-08 00:04:00,Debit Card,Success,
209,2024-06-20,209,2024-06-20 00:03:00,UPI,Success,
210,2024-01-15,210,2024-01-15 00:04:00,Credit Card,Success,
211,2024-02-06,211,2024-02-06 00:08:00,UPI,Failed,Bank Error
212,2024-06-03,212,2024-06-03 00:09:00,UPI,Success,
213,2024-06-24,213,2024-06-24 00:07:00,Debit Card,Failed,Bank Error
214,2024-01-27,214,2024-01-27 00:09:00,UPI,Failed,Timeout
215,2024-01-12,215,2024-01-12 00:02:00,Credit Card,Success,
216,2024-03-07,216,2024-03-07 00:01:00,Wallet,Success,
217,2024-01-30,217,2024-01-30 00:04:00,Wallet,Success,
218,2024-04-05,218,2024-04-05 00:04:00,Wallet,Success,
219,2024-05-14,219,2024-05-14 00:09:00,UPI,Success,
220,2024-02-03,220,2024-02-03 00:01:00,Wallet,Success,
221,2024-02-01,221,2024-02-01 00:04:00,Credit Card,Success,
222,2024-04-26,222,2024-04-26 00:02:00,Wallet,Success,
223,2024-02-08,223,2024-02-08 00:04:00,Wallet,Success,
224,2024-04-05,224,2024-04-05 00:07:00,Credit Card,Failed,Timeout
225,2024-06-19,225,2024-06-19 00:02:00,Wallet,Success,
226,2024-06-19,226,2024-06-19 00:06:00,UPI,Success,
227,2024-05-10,227,2024-05-10 00:02:00,Credit Card,Success,
228,2024-06-22,228,2024-06-22 00:03:00,UPI,Success,
229,2024-06-08,229,2024-06-08 00:05:00,Debit Card,Success,
230,2024-02-12,230,2024-02-12 00:04:00,Debit Card,Success,
231,2024-03-21,231,2024-03-21 00:04:00,Credit Card,Success,
232,2024-01-03,232,2024-01-03 00:09:00,UPI,Success,
233,2024-03-14,233,2024-03-14 00:06:00,UPI,Success,
234,2024-04-26,234,2024-04-26 00:02:00,UPI,Success,
235,2024-03-03,235,2024-03-03 00:09:00,UPI,Success,
236,2024-04-20,236,2024-04-20 00:08:00,Debit Card,Success,
237,2024-02-09,237,2024-02-09 00:09:00,Credit Card,Success,
238,2024-01-18,238,2024-01-18 00:05:00,UPI,Success,
239,2024-03-07,239,2024-03-07 00:07:00,UPI,Success,
240,2024-04-12,240,2024-04-12 00:06:00,UPI,Success,
241,2024-05-17,241,2024-05-17 00:05:00,Wallet,Success,
242,2024-06-28,242,2024-06-28 00:07:00,Wallet,Success,
243,2024-02-15,243,2024-02-15 00:08:00,Debit Card,Success,
244,2024-02-24,244,2024-02-24 00:02:00,UPI,Success,
245,2024-06-22,245,2024-06-22 00:04:00,Credit Card,Success,
246,2024-03-15,246,2024-03-15 00:07:00,UPI,Success,
247,2024-04-06,247,2024-04-06 00:07:00,UPI,Success,
248,2024-01-26,248,2024-01-26 00:05:00,Wallet,Success,
249,2024-06-03,249,2024-06-03 00:01:00,UPI,Failed,Timeout
250,2024-06-14,250,2024-06-14 00:06:00,UPI,Success,
251,2024-01-22,251,2024-01-22 00:01:00,UPI,Success,
252,2024-01-26,252,2024-01-26 00:06:00,Credit Card,Success,
253,2024-06-11,253,2024-06-11 00:03:00,Credit Card,Success,
254,2024-03-13,254,2024-03-13 00:06:00,Wallet,Success,
255,2024-04-24,255,2024-04-24 00:02:00,UPI,Success,
256,2024-02-20,256,2024-02-20 00:02:00,UPI,Success,
257,2024-04-22,257,2024-04-22 00:06:00,UPI,Success,
258,2024-05-25,258,2024-05-25 00:07:00,UPI,Success,
259,2024-06-19,259,2024-06-19 00:04:00,UPI,Success,
260,2024-01-12,260,2024-01-12 00:01:00,UPI,Success,
261,2024-01-03,261,2024-01-03 00:04:00,Wallet,Success,
262,2024-04-29,262,2024-04-29 00:05:00,Credit Card,Success,
263,2024-05-14,263,2024-05-14 00:01:00,Debit Card,Success,
264,2024-05-13,264,2024-05-13 00:07:00,Debit Card,Success,
265,2024-03-22,265,2024-03-22 00:08:00,UPI,Success,
266,2024-02-14,266,2024-02-14 00:09:00,Credit Card,Success,
267,2024-05-06,267,2024-05-06 00:04:00,UPI,Success,
268,2024-03-26,268,2024-03-26 00:08:00,Credit Card,Success,
269,2024-04-24,269,2024-04-24 00:07:00,Credit Card,Success,
270,2024-06-15,270,2024-06-15 00:01:00,UPI,Success,
271,2024-06-27,271,2024-06-27 00:04:00,UPI,Success,
272,2024-01-09,272,2024-01-09 00:05:00,Debit Card,Success,
273,2024-05-30,273,2024-05-30 00:03:00,UPI,Success,
274,2024-01-12,274,2024-01-12 00:02:00,UPI,Success,
275,2024-04-25,275,2024-04-25 00:08:00,Credit Card,Success,
276,2024-03-28,276,2024-03-28 00:03:00,UPI,Success,
277,2024-03-02,277,2024-03-02 00:08:00,Wallet,Success,
278,2024-04-13,278,2024-04-13 00:06:00,UPI,Success,
279,2024-03-13,279,2024-03-13 00:07:00,Credit Card,Success,
280,2024-03-17,280,2024-03-17 00:09:00,Debit Card,Success,
281,2024-02-09,281,2024-02-09 00:08:00,Credit Card,Success,
282,2024-05-14,282,2024-05-14 00:07:00,UPI,Success,
283,2024-01-17,283,2024-01-17 00:04:00,UPI,Success,
284,2024-04-28,284,2024-04-28 00:05:00,Credit Card,Success,
285,2024-05-05,285,2024-05-05 00:08:00,Credit Card,Success,
286,2024-06-26,286,2024-06-26 00:09:00,Wallet,Success,
287,2024-01-24,287,2024-01-24 00:01:00,Debit Card,Success,
288,2024-01-02,288,2024-01-02 00:06:00,UPI,Success,
289,2024-04-01,289,2024-04-01 00:01:00,UPI,Success,
290,2024-06-09,290,2024-06-09 00:03:00,Credit Card,Success,
291,2024-05-28,291,2024-05-28 00:04:00,UPI,Success,
292,2024-04-26,292,2024-04-26 00:07:00,UPI,Success,
293,2024-02-22,293,2024-02-22 00:09:00,UPI,Success,
294,2024-02-15,294,2024-02-15 00:04:00,Credit Card,Success,
295,2024-02-14,295,2024-02-14 00:05:00,Credit Card,Success,
296,2024-01-09,296,2024-01-09 00:01:00,UPI,Success,
297,2024-01-06,297,2024-01-06 00:04:00,Debit Card,Success,
298,2024-02-20,298,2024-02-20 00:04:00,UPI,Success,
299,2024-04-28,299,2024-04-28 00:09:00,Debit Card,Success,
300,2024-02-04,300,2024-02-04 00:01:00,Credit Card,Failed,Timeout
301,2024-03-22,301,2024-03-22 00:03:00,Credit Card,Success,
302,2024-05-26,302,2024-05-26 00:06:00,UPI,Success,
303,2024-01-25,303,2024-01-25 00:01:00,Debit Card,Success,
304,2024-05-18,304,2024-05-18 00:03:00,Credit Card,Success,
305,2024-01-17,305,2024-01-17 00:06:00,UPI,Success,
306,2024-02-05,306,2024-02-05 00:04:00,UPI,Success,
307,2024-04-05,307,2024-04-05 00:02:00,UPI,Success,
308,2024-01-21,308,2024-01-21 00:02:00,Wallet,Success,
309,2024-01-18,309,2024-01-18 00:05:00,Wallet,Success,
310,2024-05-25,310,2024-05-25 00:03:00,UPI,Success,
311,2024-01-01,311,2024-01-01 00:04:00,UPI,Success,
312,2024-05-21,312,2024-05-21 00:02:00,Debit Card,Success,
313,2024-05-15,313,2024-05-15 00:02:00,UPI,Failed,Insufficient Balance
314,2024-02-20,314,2024-02-20 00:06:00,UPI,Failed,Bank Error
315,2024-03-19,315,2024-03-19 00:02:00,Debit Card,Success,
316,2024-06-10,316,2024-06-10 00:01:00,UPI,Failed,Insufficient Balance
317,2024-02-05,317,2024-02-05 00:09:00,UPI,Success,
318,2024-03-02,318,2024-03-02 00:01:00,Wallet,Success,
319,2024-05-08,319,2024-05-08 00:04:00,UPI,Success,
320,2024-03-25,320,2024-03-25 00:03:00,UPI,Failed,Bank Error
321,2024-02-11,321,2024-02-11 00:07:00,UPI,Failed,Insufficient Balance
322,2024-01-01,322,2024-01-01 00:01:00,Wallet,Failed,Insufficient Balance
323,2024-02-23,323,2024-02-23 00:04:00,Wallet,Success,
324,2024-06-23,324,2024-06-23 00:06:00,Credit Card,Success,
325,2024-04-09,325,2024-04-09 00:09:00,Credit Card,Success,
326,2024-02-08,326,2024-02-08 00:07:00,UPI,Success,
327,2024-06-06,327,2024-06-06 00:02:00,UPI,Success,
328,2024-01-07,328,2024-01-07 00:09:00,Credit Card,Success,
329,2024-05-29,329,2024-05-29 00:09:00,UPI,Failed,Timeout
330,2024-04-30,330,2024-04-30 00:03:00,UPI,Success,
331,2024-06-26,331,2024-06-26 00:03:00,UPI,Success,
332,2024-02-14,332,2024-02-14 00:02:00,Debit Card,Success,
333,2024-03-14,333,2024-03-14 00:03:00,UPI,Success,
334,2024-04-29,334,2024-04-29 00:06:00,Credit Card,Failed,Bank Error
335,2024-03-12,335,2024-03-12 00:09:00,UPI,Success,
336,2024-05-17,336,2024-05-17 00:05:00,Credit Card,Success,
337,2024-05-21,337,2024-05-21 00:01:00,UPI,Failed,Timeout
338,2024-02-15,338,2024-02-15 00:09:00,UPI,Success,
339,2024-05-02,339,2024-05-02 00:09:00,UPI,Success,
340,2024-04-27,340,2024-04-27 00:01:00,Credit Card,Success,
341,2024-03-15,341,2024-03-15 00:03:00,Credit Card,Failed,Insufficient Balance
342,2024-01-06,342,2024-01-06 00:04:00,Credit Card,Success,
343,2024-01-21,343,2024-01-21 00:08:00,UPI,Success,
344,2024-05-26,344,2024-05-26 00:03:00,UPI,Success,
345,2024-04-12,345,2024-04-12 00:06:00,UPI,Success,
346,2024-03-28,346,2024-03-28 00:07:00,UPI,Failed,Timeout
347,2024-04-08,347,2024-04-08 00:02:00,Debit Card,Success,
348,2024-03-02,348,2024-03-02 00:05:00,UPI,Success,
349,2024-04-16,349,2024-04-16 00:04:00,UPI,Success,
350,2024-03-23,350,2024-03-23 00:04:00,Debit Card,Success,
351,2024-05-31,351,2024-05-31 00:01:00,UPI,Success,
352,2024-02-25,352,2024-02-25 00:05:00,UPI,Success,
353,2024-06-10,353,2024-06-10 00:07:00,UPI,Success,
354,2024-01-22,354,2024-01-22 00:08:00,Credit Card,Success,
355,2024-03-08,355,2024-03-08 00:08:00,UPI,Success,
356,2024-01-10,356,2024-01-10 00:07:00,UPI,Success,
357,2024-03-06,357,2024-03-06 00:09:00,Credit Card,Success,
358,2024-01-08,358,2024-01-08 00:04:00,UPI,Success,
359,2024-05-02,359,2024-05-02 00:04:00,Credit Card,Success,
360,2024-02-07,360,2024-02-07 00:07:00,UPI,Success,
361,2024-05-02,361,2024-05-02 00:02:00,Wallet,Success,
362,2024-03-02,362,2024-03-02 00:09:00,Debit Card,Success,
363,2024-06-04,363,2024-06-04 00:05:00,Wallet,Success,
364,2024-05-17,364,2024-05-17 00:05:00,UPI,Success,
365,2024-02-14,365,2024-02-14 00:06:00,UPI,Success,
366,2024-03-05,366,2024-03-05 00:04:00,UPI,Success,
367,2024-03-07,367,2024-03-07 00:01:00,UPI,Success,
368,2024-05-16,368,2024-05-16 00:05:00,Debit Card,Success,
369,2024-05-12,369,2024-05-12 00:07:00,UPI,Success,
370,2024-04-15,370,2024-04-15 00:04:00,Credit Card,Success,
371,2024-05-17,371,2024-05-17 00:03:00,Credit Card,Success,
372,2024-05-19,372,2024-05-19 00:08:00,Debit Card,Success,
373,2024-03-22,373,2024-03-22 00:09:00,UPI,Success,
374,2024-02-27,374,2024-02-27 00:02:00,Wallet,Success,
375,2024-05-28,375,2024-05-28 00:02:00,UPI,Success,
376,2024-05-28,376,2024-05-28 00:06:00,Wallet,Success,
377,2024-05-10,377,2024-05-10 00:06:00,Wallet,Success,
378,2024-03-09,378,2024-03-09 00:05:00,UPI,Success,
379,2024-03-29,379,2024-03-29 00:01:00,UPI,Success,
380,2024-03-04,380,2024-03-04 00:06:00,UPI,Success,
381,2024-06-25,381,2024-06-25 00:02:00,UPI,Failed,Bank Error
382,2024-03-12,382,2024-03-12 00:05:00,Credit Card,Failed,Timeout
383,2024-01-17,383,2024-01-17 00:09:00,UPI,Success,
384,2024-03-13,384,2024-03-13 00:02:00,Debit Card,Success,
385,2024-06-08,385,2024-06-08 00:05:00,UPI,Success,
386,2024-03-10,386,2024-03-10 00:02:00,UPI,Success,
387,2024-04-22,387,2024-04-22 00:06:00,UPI,Success,
388,2024-01-21,388,2024-01-21 00:09:00,UPI,Success,
389,2024-05-14,389,2024-05-14 00:02:00,UPI,Success,
390,2024-01-07,390,2024-01-07 00:06:00,UPI,Success,
391,2024-04-20,391,2024-04-20 00:07:00,UPI,Success,
392,2024-01-27,392,2024-01-27 00:02:00,UPI,Success,
393,2024-01-08,393,2024-01-08 00:04:00,UPI,Success,
394,2024-01-28,394,2024-01-28 00:02:00,UPI,Success,
395,2024-02-16,395,2024-02-16 00:04:00,UPI,Failed,Insufficient Balance
396,2024-03-26,396,2024-03-26 00:09:00,UPI,Failed,Timeout
397,2024-01-10,397,2024-01-10 00:09:00,UPI,Success,
398,2024-04-23,398,2024-04-23 00:03:00,UPI,Success,
399,2024-02-02,399,2024-02-02 00:08:00,Wallet,Success,
400,2024-05-14,400,2024-05-14 00:01:00,Credit Card,Success,
401,2024-05-10,401,2024-05-10 00:06:00,UPI,Success,
402,2024-01-14,402,2024-01-14 00:09:00,Credit Card,Success,
403,2024-06-20,403,2024-06-20 00:04:00,UPI,Success,
404,2024-02-15,404,2024-02-15 00:08:00,Wallet,Success,
405,2024-03-01,405,2024-03-01 00:01:00,Wallet,Success,
406,2024-06-12,406,2024-06-12 00:02:00,Wallet,Success,
407,2024-01-13,407,2024-01-13 00:08:00,UPI,Success,
408,2024-01-16,408,2024-01-16 00:09:00,UPI,Success,
409,2024-05-12,409,2024-05-12 00:05:00,UPI,Success,
410,2024-02-07,410,2024-02-07 00:06:00,UPI,Success,
411,2024-06-26,411,2024-06-26 00:03:00,UPI,Success,
412,2024-02-07,412,2024-02-07 00:08:00,UPI,Success,
413,2024-04-12,413,2024-04-12 00:04:00,UPI,Success,
414,2024-02-25,414,2024-02-25 00:06:00,UPI,Success,
415,2024-03-03,415,2024-03-03 00:07:00,UPI,Success,
416,2024-04-29,416,2024-04-29 00:06:00,UPI,Success,
417,2024-02-17,417,2024-02-17 00:06:00,Credit Card,Success,
418,2024-04-14,418,2024-04-14 00:06:00,UPI,Success,
