order_id,promised_time_min,actual_time_min,sla_breached,ops_issue
712,30,32,True,Inventory Issue
713,30,26,False,
714,30,32,True,Inventory Issue
715,30,37,True,Rider Shortage
716,30,28,False,
717,30,17,False,
718,30,17,False,
719,30,19,False,
720,30,30,False,
721,30,37,True,Rider Shortage
722,30,30,False,
723,30,21,False,
724,30,28,False,
725,30,27,False,
726,30,23,False,
727,30,24,False,
728,30,17,False,
729,30,14,False,
730,30,40,True,System Delay
731,30,16,False,
732,30,28,False,
733,30,26,False,
734,30,24,False,
735,30,24,False,
736,30,15,False,
737,30,29,False,
738,30,28,False,
739,30,34,True,System Delay
740,30,34,True,Inventory Issue
741,30,41,True,Inventory Issue
742,30,15,False,
743,30,33,True,Rider Shortage
744,30,28,False,
745,30,30,False,
746,30,17,False,
747,30,11,False,
748,30,10,False,
749,30,32,True,Inventory Issue
750,30,30,False,
751,30,13,False,
752,30,36,True,Inventory Issue
753,30,22,False,
754,30,36,True,Inventory Issue
755,30,37,True,Rider Shortage
756,30,33,True,Rider Shortage
757,30,9,False,
758,30,22,False,
759,30,23,False,
760,30,26,False,
761,30,30,False,
762,30,14,False,
763,30,39,True,System Delay
764,30,52,True,System Delay
765,30,28,False,
766,30,18,False,
767,30,24,False,
768,30,23,False,
769,30,23,False,
770,30,19,False,
771,30,25,False,
772,30,36,True,System Delay
773,30,28,False,
774,30,24,False,
775,30,17,False,
776,30,20,False,
777,30,33,True,System Delay
778,30,25,False,
779,30,23,False,
780,30,31,True,Inventory Issue
781,30,37,True,Rider Shortage
782,30,38,True,Inventory Issue
783,30,17,False,
784,30,18,False,
785,30,32,True,Inventory Issue
786,30,24,False,
787,30,36,True,System Delay
788,30,23,False,
789,30,20,False,
790,30,7,False,
791,30,39,True,Inventory Issue
792,30,24,False,
793,30,26,False,
794,30,25,False,
795,30,24,False,
796,30,30,False,
797,30,18,False,
798,30,18,False,
799,30,33,True,Rider Shortage
800,30,23,False,
801,30,31,True,System Delay
802,30,29,False,
803,30,17,False,
804,30,32,True,Rider Shortage
805,30,23,False,
806,30,32,True,Rider Shortage
807,30,41,True,Inventory Issue
808,30,26,False,
809,30,25,False,
810,30,17,False,
811,30,12,False,
812,30,36,True,Rider Shortage
813,30,9,False,
814,30,41,True,Rider Shortage
815,30,23,False,
816,30,28,False,
817,30,38,True,Inventory Issue
818,30,30,False,
819,30,22,False,
820,30,27,False,
821,30,11,False,
822,30,31,True,Rider Shortage
823,30,22,False,
824,30,21,False,
825,30,23,False,
826,30,38,True,System Delay
827,30,26,False,
828,30,19,False,
829,30,40,True,Inventory Issue
830,30,29,False,
831,30,36,True,Inventory Issue
832,30,28,False,
833,30,39,True,Rider Shortage
834,30,46,True,System Delay
835,30,25,False,
836,30,32,True,Rider Shortage
837,30,34,True,Inventory Issue
838,30,24,False,
839,30,29,False,
840,30,35,True,System Delay
841,30,33,True,Inventory Issue
842,30,23,False,
843,30,21,False,
844,30,25,False,
845,30,31,True,Inventory Issue
846,30,37,True,Inventory Issue
847,30,34,True,System Delay
848,30,44,True,Rider Shortage
849,30,39,True,System Delay
850,30,34,True,Inventory Issue
851,30,29,False,
852,30,26,False,
853,30,24,False,
854,30,31,True,Rider Shortage
855,30,16,False,
856,30,17,False,
857,30,37,True,System Delay
858,30,27,False,
859,30,43,True,Inventory Issue
860,30,41,True,System Delay
861,30,30,False,
862,30,21,False,
863,30,30,False,
864,30,20,False,
865,30,21,False,
866,30,27,False,
867,30,35,True,System Delay
868,30,29,False,
869,30,30,False,
870,30,25,False,
871,30,25,False,
872,30,21,False,
873,30,12,False,
874,30,21,False,
875,30,26,False,
876,30,28,False,
877,30,24,False,
878,30,36,True,Rider Shortage
879,30,27,False,
880,30,31,True,System Delay
881,30,39,True,Inventory Issue
882,30,23,False,
883,30,32,True,Rider Shortage
884,30,23,False,
885,30,42,True,Inventory Issue
886,30,16,False,
887,30,21,False,
888,30,34,True,System Delay
889,30,18,False,
890,30,24,False,
891,30,27,False,
892,30,27,False,
893,30,17,False,
894,30,33,True,Inventory Issue
895,30,29,False,
896,30,17,False,
897,30,31,True,System Delay
898,30,29,False,
899,30,29,False,
900,30,9,False,
901,30,23,False,
902,30,23,False,
903,30,25,False,
904,30,22,False,
905,30,35,True,System Delay
906,30,42,True,System Delay
907,30,22,False,
908,30,11,False,
909,30,34,True,Inventory Issue
910,30,26,False,
911,30,6,False,
912,30,22,False,
913,30,26,False,
914,30,21,False,
915,30,41,True,Inventory Issue
916,30,37,True,Rider Shortage
917,30,28,False,
918,30,26,False,
919,30,35,True,Inventory Issue
920,30,22,False,
921,30,20,False,
922,30,20,False,
923,30,24,False,
924,30,29,False,
925,30,30,False,
926,30,31,True,System Delay
927,30,31,True,System Delay
928,30,45,True,Rider Shortage
929,30,28,False,
930,30,34,True,Inventory Issue
931,30,22,False,
932,30,23,False,
933,30,33,True,Inventory Issue
934,30,30,False,
935,30,34,True,Rider Shortage
936,30,23,False,
937,30,23,False,
938,30,28,False,
939,30,25,False,
940,30,31,True,Inventory Issue
941,30,34,True,Inventory Issue
942,30,18,False,
943,30,30,False,
944,30,40,True,System Delay
945,30,30,False,
946,30,30,False,
947,30,7,False,
948,30,42,True,Rider Shortage
949,30,27,False,
950,30,31,True,Inventory Issue
951,30,40,True,Inventory Issue
952,30,28,False,
953,30,38,True,Inventory Issue
954,30,28,False,
955,30,37,True,Inventory Issue
956,30,30,False,
957,30,11,False,
958,30,50,True,Rider Shortage
959,30,35,True,System Delay
960,30,21,False,
961,30,35,True,Inventory Issue
962,30,14,False,
963,30,23,False,
964,30,34,True,System Delay
965,30,24,False,
966,30,27,False,
967,30,28,False,
968,30,21,False,
969,30,8,False,
970,30,22,False,
971,30,26,False,
972,30,30,False,
973,30,39,True,Rider Shortage
974,30,37,True,System Delay
975,30,26,False,
976,30,20,False,
977,30,26,False,
978,30,37,True,Rider Shortage
979,30,11,False,
980,30,24,False,
981,30,30,False,
982,30,29,False,
983,30,28,False,
984,30,25,False,
985,30,27,False,
986,30,29,False,
987,30,15,False,
988,30,12,False,
989,30,22,False,
990,30,45,True,System Delay
991,30,36,True,System Delay
992,30,36,True,Rider Shortage
993,30,41,True,System Delay
994,30,17,False,
995,30,29,False,
996,30,32,True,System Delay
997,30,39,True,Rider Shortage
998,30,29,False,
999,30,16,False,
1000,30,30,False,
1001,30,33,True,Rider Shortage
1002,30,23,False,
1003,30,19,False,
1004,30,24,False,
1005,30,17,False,
1006,30,31,True,Rider Shortage
1007,30,34,True,Rider Shortage
1008,30,33,True,Rider Shortage
1009,30,23,False,
1010,30,21,False,
1011,30,19,False,
1012,30,21,False,
1013,30,13,False,
1014,30,20,False,
1015,30,34,True,Inventory Issue
1016,30,29,False,
1017,30,24,False,
1018,30,16,False,
1019,30,25,False,
1020,30,34,True,Rider Shortage
1021,30,28,False,
1022,30,47,True,Rider Shortage
1023,30,26,False,
1024,30,31,True,Rider Shortage
1025,30,12,False,
1026,30,19,False,
1027,30,29,False,
1028,30,31,True,System Delay
1029,30,30,False,
1030,30,34,True,System Delay
1031,30,16,False,
1032,30,24,False,
1033,30,37,True,System Delay
1034,30,24,False,
1035,30,16,False,
1036,30,36,True,System Delay
1037,30,20,False,
1038,30,40,True,Inventory Issue
1039,30,12,False,
1040,30,29,False,
1041,30,39,True,Inventory Issue
1042,30,22,False,
1043,30,30,False,
1044,30,40,True,System Delay
1045,30,22,False,
1046,30,32,True,Rider Shortage
1047,30,26,False,
1048,30,37,True,System Delay
1049,30,20,False,
1050,30,18,False,
1051,30,22,False,
1052,30,26,False,
1053,30,24,False,
1054,30,26,False,
1055,30,36,True,Inventory Issue
1056,30,38,True,System Delay
1057,30,18,False,
1058,30,24,False,
1059,30,18,False,
1060,30,28,False,
1061,30,23,False,
1062,30,33,True,Inventory Issue
1063,30,31,True,Rider Shortage
1064,30,32,True,Rider Shortage
1065,30,32,True,System Delay
1066,30,41,True,Inventory Issue
1067,30,24,False,
1068,30,35,True,Inventory Issue
1069,30,25,False,
1070,30,32,True,Inventory Issue
1071,30,25,False,
1072,30,27,False,
1073,30,21,False,
1074,30,34,True,Inventory Issue
1075,30,30,False,
1076,30,35,True,Rider Shortage
1077,30,35,True,System Delay
1078,30,25,False,
1079,30,45,True,Rider Shortage
1080,30,28,False,
1081,30,41,True,System Delay
1082,30,19,False,
1083,30,36,True,Inventory Issue
1084,30,26,False,
1085,30,49,True,Rider Shortage
1086,30,21,False,
1087,30,25,False,
1088,30,39,True,Rider Shortage
1089,30,27,False,
1090,30,26,False,
1091,30,33,True,Inventory Issue
1092,30,25,False,
1093,30,32,True,System Delay
1094,30,22,False,
1095,30,31,True,Rider Shortage
1096,30,22,False,
1097,30,28,False,
1098,30,25,False,
1099,30,27,False,
1100,30,25,False,
1101,30,35,True,Inventory Issue
1102,30,33,True,System Delay
1103,30,26,False,
1104,30,28,False,
1105,30,30,False,
1106,30,23,False,
1107,30,39,True,Inventory Issue
1108,30,27,False,
1109,30,35,True,Rider Shortage
1110,30,9,False,
1111,30,8,False,
1112,30,43,True,Inventory Issue
1113,30,30,False,
1114,30,32,True,Inventory Issue
1115,30,37,True,Rider Shortage
1116,30,31,True,System Delay
1117,30,31,True,Inventory Issue
1118,30,40,True,System Delay
1119,30,23,False,
1120,30,0,False,
1121,30,22,False,
1122,30,42,True,Rider Shortage
1123,30,30,False,
1124,30,46,True,Inventory Issue
1125,30,26,False,
1126,30,21,False,
1127,30,46,True,System Delay
1128,30,31,True,System Delay
1129,30,32,True,System Delay
1130,30,20,False,
1131,30,26,False,
1132,30,32,True,Rider Shortage
1133,30,26,False,
1134,30,21,False,
1135,30,31,True,System Delay
1136,30,32,True,Rider Shortage
1137,30,37,True,Rider Shortage
1138,30,22,False,
1139,30,26,False,
1140,30,36,True,System Delay
1141,30,28,False,
1142,30,24,False,
1143,30,30,False,
1144,30,24,False,
1145,30,19,False,
1146,30,30,False,
1147,30,23,False,
1148,30,36,True,System Delay
1149,30,24,False,
1150,30,28,False,
1151,30,32,True,Inventory Issue
1152,30,5,False,
1153,30,21,False,
1154,30,18,False,
1155,30,27,False,
1156,30,14,False,
1157,30,24,False,
1158,30,24,False,
1159,30,26,False,
1160,30,35,True,System Delay
1161,30,28,False,
1162,30,26,False,
1163,30,8,False,
1164,30,39,True,System Delay
1165,30,49,True,System Delay
1166,30,40,True,Rider Shortage
1167,30,23,False,
1168,30,28,False,
1169,30,40,True,Rider Shortage
1170,30,12,False,
1171,30,42,True,System Delay
1172,30,28,False,
1173,30,35,True,System Delay
1174,30,29,False,
1175,30,39,True,Rider Shortage
1176,30,35,True,Inventory Issue
1177,30,24,False,
1178,30,30,False,
1179,30,27,False,
1180,30,24,False,
1181,30,32,True,System Delay
1182,30,24,False,
1183,30,37,True,Rider Shortage
1184,30,25,False,
1185,30,19,False,
1186,30,27,False,
1187,30,32,True,Inventory Issue
1188,30,30,False,
1189,30,31,True,System Delay
1190,30,24,False,
1191,30,26,False,
1192,30,32,True,Inventory Issue
1193,30,29,False,
1194,30,27,False,
1195,30,18,False,
1196,30,43,True,Rider Shortage
1197,30,35,True,Inventory Issue
1198,30,21,False,
1199,30,35,True,Rider Shortage
1200,30,31,True,System Delay
1201,30,16,False,
1202,30,22,False,
1203,30,6,False,
1204,30,24,False,
1205,30,28,False,
1206,30,26,False,
1207,30,3,False,
1208,30,25,False,
1209,30,23,False,
1210,30,16,False,
1211,30,27,False,
1212,30,24,False,
1213,30,41,True,Rider Shortage
1214,30,26,False,
1215,30,24,False,
1216,30,32,True,Inventory Issue
1217,30,32,True,Inventory Issue
1218,30,25,False,
1219,30,22,False,
1220,30,38,True,Rider Shortage
1221,30,22,False,
1222,30,36,True,Inventory Issue
1223,30,32,True,Inventory Issue
1224,30,23,False,
1225,30,30,False,
1226,30,35,True,Inventory Issue
1227,30,27,False,
1228,30,6,False,
1229,30,28,False,
1230,30,32,True,System Delay
1231,30,15,False,
1232,30,25,False,
