order_id,customer_id,order_date,order_amount,order_status,city,cancellation_reason
174,1046,2024-03-09,1197.24,Completed,Chennai,
175,4321,2024-04-04,713.21,Completed,Chennai,
176,4038,2024-03-17,1332.68,Completed,Pune,
177,3048,2024-06-19,1159.63,Completed,Bengaluru,
178,1158,2024-01-01,2453.51,Completed,Pune,
179,3250,2024-05-29,2310.25,Cancelled,Pune,Delay
180,3628,2024-03-02,1539.07,Completed,Delhi,
181,1544,2024-06-02,605.97,Completed,Delhi,
182,792,2024-01-18,1481.0,Completed,Hyderabad,
183,437,2024-02-17,2021.79,Completed,Delhi,
184,3515,2024-05-16,287.46,Completed,Chennai,
185,4677,2024-01-01,1198.27,Completed,Bengaluru,
186,4783,2024-05-16,298.09,Completed,Hyderabad,
187,4461,2024-05-30,761.1,Completed,Mumbai,
188,3960,2024-04-16,411.86,Completed,Hyderabad,
189,4365,2024-06-21,2409.33,Completed,Delhi,
190,1717,2024-05-09,588.31,Cancelled,Hyderabad,Price
191,3637,2024-05-21,545.24,Completed,Hyderabad,
192,3365,2024-02-07,2435.73,Completed,Pune,
193,4174,2024-02-09,1386.72,Completed,Chennai,
194,189,2024-03-22,1943.37,Completed,Pune,
195,2719,2024-01-16,952.82,Completed,Pune,
196,2406,2024-05-06,1425.58,Completed,Hyderabad,
197,3931,2024-04-26,215.76,Completed,Delhi,
198,3166,2024-04-02,1140.28,Completed,Bengaluru,
199,903,2024-05-13,1476.71,Completed,Bengaluru,
200,341,2024-01-03,1383.14,Completed,Mumbai,
201,2882,2024-01-14,1133.39,Completed,Bengaluru,
202,4507,2024-03-06,2012.19,Completed,Delhi,
203,4994,2024-04-04,1353.77,Completed,Bengaluru,
204,644,2024-03-26,1663.08,Completed,Hyderabad,
205,21,2024-04-23,624.63,Completed,Hyderabad,
206,3073,2024-06-07,2181.45,Completed,Pune,
207,678,2024-06-09,1034.52,Completed,Mumbai,
208,1100,2024-05-08,1308.84,Completed,Bengaluru,
209,2651,2024-06-20,1010.05,Completed,Hyderabad,
210,3470,2024-01-15,2251.39,Completed,Chennai,
211,4184,2024-02-06,2271.7,Completed,Bengaluru,
212,2065,2024-06-03,715.85,Completed,Pune,
213,3401,2024-06-24,1931.24,Completed,Mumbai,
214,2872,2024-01-27,436.63,Completed,Pune,
215,2431,2024-01-12,268.66,Completed,Bengaluru,
216,2688,2024-03-07,2124.14,Completed,Chennai,
217,1417,2024-01-30,501.71,Completed,Bengaluru,
218,4406,2024-04-05,556.0,Completed,Pune,
219,492,2024-05-14,1595.15,Completed,Chennai,
220,760,2024-02-03,2078.57,Completed,Delhi,
221,3502,2024-02-01,636.08,Cancelled,Pune,Delay
222,1,2024-04-26,462.64,Completed,Hyderabad,
223,2089,2024-02-08,377.84,Completed,Delhi,
224,3657,2024-04-05,257.15,Completed,Delhi,
225,4768,2024-06-19,467.9,Completed,Bengaluru,
226,212,2024-06-19,2368.19,Completed,Chennai,
227,3723,2024-05-10,419.15,Completed,Pune,
228,3518,2024-06-22,1574.39,Completed,Pune,
229,1966,2024-06-08,2318.22,Completed,Hyderabad,
230,304,2024-02-12,1643.99,Completed,Bengaluru,
231,4787,2024-03-21,275.32,Completed,Hyderabad,
232,3773,2024-01-03,1571.75,Cancelled,Delhi,Price
233,1782,2024-03-14,2277.05,Completed,Chennai,
234,3226,2024-04-26,941.89,Completed,Bengaluru,
235,4712,2024-03-03,921.34,Completed,Bengaluru,
236,4619,2024-04-20,772.39,Completed,Bengaluru,
237,2073,2024-02-09,1362.75,Completed,Pune,
238,808,2024-01-18,747.27,Completed,Bengaluru,
239,4121,2024-03-07,1864.71,Completed,Hyderabad,
240,1777,2024-04-12,1683.18,Completed,Hyderabad,
241,3191,2024-05-17,1121.78,Completed,Hyderabad,
242,4043,2024-06-28,1861.88,Completed,Delhi,
243,4204,2024-02-15,426.54,Cancelled,Delhi,Delay
244,1354,2024-02-24,1923.92,Completed,Delhi,
245,180,2024-06-22,1586.69,Completed,Chennai,
246,881,2024-03-15,1649.19,Completed,Pune,
247,1831,2024-04-06,348.73,Completed,Chennai,
248,4699,2024-01-26,1621.71,Completed,Bengaluru,
249,4003,2024-06-03,1336.48,Completed,Pune,
250,2801,2024-06-14,1317.48,Completed,Delhi,
251,4264,2024-01-22,940.26,Completed,Pune,
252,223,2024-01-26,217.51,Completed,Chennai,
253,4565,2024-06-11,1172.07,Completed,Bengaluru,
254,4374,2024-03-13,1122.11,Completed,Hyderabad,
255,2238,2024-04-24,1172.45,Completed,Hyderabad,
256,2579,2024-02-20,1607.59,Cancelled,Delhi,Payment Failed
257,1779,2024-04-22,889.78,Completed,Pune,
258,621,2024-05-25,819.58,Completed,Hyderabad,
259,1214,2024-06-19,1344.9,Completed,Pune,
260,4055,2024-01-12,1562.33,Completed,Hyderabad,
261,4314,2024-01-03,1504.86,Completed,Pune,
262,4264,2024-04-29,2227.78,Completed,Hyderabad,
263,2828,2024-05-14,1969.03,Completed,Pune,
264,2241,2024-05-13,320.04,Completed,Mumbai,
265,1363,2024-03-22,1495.99,Completed,Bengaluru,
266,2839,2024-02-14,1160.97,Completed,Pune,
267,2503,2024-05-06,1030.42,Completed,Chennai,
268,2241,2024-03-26,2403.16,Completed,Pune,
269,93,2024-04-24,1250.63,Completed,Chennai,
270,1239,2024-06-15,1854.7,Completed,Chennai,
271,4609,2024-06-27,2424.3,Completed,Delhi,
272,3471,2024-01-09,547.3,Completed,Pune,
273,3236,2024-05-30,325.62,Completed,Pune,
274,4202,2024-01-12,921.33,Completed,Delhi,
275,2765,2024-04-25,302.22,Completed,Mumbai,
276,3605,2024-03-28,468.56,Completed,Pune,
277,2836,2024-03-02,2480.93,Completed,Delhi,
278,3902,2024-04-13,2408.41,Completed,Bengaluru,
279,3235,2024-03-13,1789.97,Completed,Hyderabad,
280,3629,2024-03-17,1931.87,Completed,Bengaluru,
281,1769,2024-02-09,523.13,Completed,Mumbai,
282,3510,2024-05-14,1569.04,Completed,Bengaluru,
283,2902,2024-01-17,555.15,Cancelled,Hyderabad,Payment Failed
284,1542,2024-04-28,1070.29,Completed,Mumbai,
285,2092,2024-05-05,994.29,Completed,Bengaluru,
286,2651,2024-06-26,1612.11,Completed,Bengaluru,
287,1732,2024-01-24,383.29,Completed,Pune,
288,92,2024-01-02,437.96,Completed,Mumbai,
289,4855,2024-04-01,1602.84,Completed,Bengaluru,
290,731,2024-06-09,1663.07,Completed,Chennai,
291,4433,2024-05-28,981.73,Completed,Hyderabad,
292,3815,2024-04-26,537.8,Completed,Chennai,
293,700,2024-02-22,2237.98,Completed,Bengaluru,
294,3015,2024-02-15,321.78,Completed,Pune,
295,2312,2024-02-14,1849.96,Completed,Hyderabad,
296,2017,2024-01-09,522.1,Completed,Delhi,
297,3491,2024-01-06,1665.96,Completed,Pune,
298,978,2024-02-20,1726.41,Completed,Bengaluru,
299,4211,2024-04-28,2049.8,Completed,Chennai,
300,1259,2024-02-04,1108.56,Completed,Pune,
301,3856,2024-03-22,250.13,Completed,Pune,
302,1298,2024-05-26,2065.41,Completed,Chennai,
303,1979,2024-01-25,1221.36,Completed,Hyderabad,
304,4130,2024-05-18,2148.31,Completed,Mumbai,
305,1733,2024-01-17,1984.77,Completed,Delhi,
306,2943,2024-02-05,1346.11,Completed,Delhi,
307,2510,2024-04-05,2498.62,Completed,Mumbai,
308,449,2024-01-21,1262.77,Completed,Pune,
309,1238,2024-01-18,1801.96,Completed,Delhi,
310,4501,2024-05-25,1740.55,Completed,Hyderabad,
311,333,2024-01-01,1391.55,Completed,Bengaluru,
312,4324,2024-05-21,1546.31,Cancelled,Hyderabad,Delay
313,166,2024-05-15,2036.8,Completed,Hyderabad,
314,4681,2024-02-20,1514.71,Completed,Bengaluru,
315,4833,2024-03-19,1235.34,Completed,Bengaluru,
316,4694,2024-06-10,1722.79,Completed,Hyderabad,
317,4689,2024-02-05,281.67,Completed,Delhi,
318,4028,2024-03-02,451.15,Completed,Delhi,
319,2775,2024-05-08,488.48,Completed,Hyderabad,
320,1700,2024-03-25,1179.27,Completed,Chennai,
321,1414,2024-02-11,2205.08,Completed,Chennai,
322,1447,2024-01-01,1679.58,Cancelled,Bengaluru,Payment Failed
323,3483,2024-02-23,2437.02,Completed,Hyderabad,
324,4745,2024-06-23,291.86,Completed,Pune,
325,1688,2024-04-09,1860.62,Completed,Pune,
326,447,2024-02-08,922.66,Completed,Pune,
327,3475,2024-06-06,253.56,Completed,Pune,
328,97,2024-01-07,2099.63,Completed,Bengaluru,
329,2427,2024-05-29,574.2,Completed,Pune,
330,2718,2024-04-30,692.37,Completed,Pune,
331,3258,2024-06-26,983.07,Completed,Bengaluru,
332,4727,2024-02-14,2013.22,Completed,Mumbai,
333,503,2024-03-14,1636.56,Completed,Delhi,
334,4384,2024-04-29,809.18,Cancelled,Delhi,Price
335,4465,2024-03-12,587.53,Completed,Pune,
336,65,2024-05-17,451.96,Completed,Pune,
337,4258,2024-05-21,544.58,Cancelled,Pune,Payment Failed
338,662,2024-02-15,2196.73,Completed,Mumbai,
339,3490,2024-05-02,2322.17,Completed,Hyderabad,
340,481,2024-04-27,2426.3,Completed,Mumbai,
341,4663,2024-03-15,2119.88,Completed,Bengaluru,
342,3262,2024-01-06,2241.0,Completed,Delhi,
343,406,2024-01-21,2077.04,Completed,Pune,
344,4861,2024-05-26,2403.53,Completed,Delhi,
345,3561,2024-04-12,2145.0,Completed,Mumbai,
346,3384,2024-03-28,1262.61,Completed,Pune,
347,3668,2024-04-08,943.48,Completed,Delhi,
348,4962,2024-03-02,1543.69,Completed,Hyderabad,
349,1118,2024-04-16,1598.82,Completed,Bengaluru,
350,2438,2024-03-23,1522.3,Completed,Pune,
351,3483,2024-05-31,1825.47,Completed,Pune,
352,3710,2024-02-25,1807.65,Completed,Hyderabad,
353,3441,2024-06-10,400.55,Completed,Chennai,
354,742,2024-01-22,856.7,Completed,Pune,
355,3240,2024-03-08,2246.68,Completed,Delhi,
356,2922,2024-01-10,1557.08,Completed,Pune,
357,1832,2024-03-06,955.61,Completed,Chennai,
358,4139,2024-01-08,2156.05,Completed,Chennai,
359,911,2024-05-02,772.8,Completed,Pune,
360,4013,2024-02-07,1141.16,Completed,Hyderabad,
361,4703,2024-05-02,835.39,Completed,Chennai,
362,1419,2024-03-02,2204.1,Completed,Pune,
363,4815,2024-06-04,1875.06,Completed,Pune,
364,4310,2024-05-17,1258.52,Completed,Pune,
365,4039,2024-02-14,2344.29,Completed,Hyderabad,
366,3640,2024-03-05,2333.12,Completed,Hyderabad,
367,3446,2024-03-07,1836.51,Completed,Chennai,
368,132,2024-05-16,2251.59,Completed,Delhi,
369,2057,2024-05-12,1854.6,Completed,Hyderabad,
370,153,2024-04-15,1644.89,Completed,Hyderabad,
371,2479,2024-05-17,1167.8,Cancelled,Chennai,Payment Failed
372,483,2024-05-19,828.98,Cancelled,Pune,Payment Failed
373,305,2024-03-22,338.59,Completed,Delhi,
374,2520,2024-02-27,2042.0,Completed,Pune,
375,993,2024-05-28,480.98,Completed,Delhi,
376,2238,2024-05-28,1143.8,Completed,Bengaluru,
377,2560,2024-05-10,739.66,Completed,Pune,
378,4439,2024-03-09,1245.64,Completed,Delhi,
379,715,2024-03-29,924.46,Cancelled,Chennai,Price
380,1710,2024-03-04,2108.3,Completed,Bengaluru,
381,1058,2024-06-25,2449.81,Completed,Bengaluru,
382,471,2024-03-12,2365.58,Cancelled,Mumbai,Delay
383,3466,2024-01-17,1631.45,Completed,Mumbai,
384,741,2024-03-13,2452.34,Completed,Mumbai,
385,3567,2024-06-08,1121.66,Cancelled,Bengaluru,Price
386,513,2024-03-10,1401.72,Completed,Delhi,
387,3394,2024-04-22,790.75,Completed,Chennai,
388,3286,2024-01-21,2265.36,Completed,Chennai,
389,3838,2024-05-14,613.33,Completed,Delhi,
390,2193,2024-01-07,1604.12,Completed,Chennai,
391,4655,2024-04-20,2038.74,Completed,Hyderabad,
392,4888,2024-01-27,1569.42,Completed,Pune,
393,360,2024-01-08,381.18,Completed,Bengaluru,
394,285,2024-01-28,1606.33,Completed,Hyderabad,
395,3317,2024-02-16,1964.28,Completed,Bengaluru,
396,3278,2024-03-26,632.0,Cancelled,Mumbai,Delay
397,2632,2024-01-10,1894.99,Completed,Chennai,
398,1758,2024-04-23,2220.73,Completed,Bengaluru,
399,2775,2024-02-02,2468.85,Completed,Mumbai,
400,1523,2024-05-14,1143.14,Completed,Mumbai,
401,1246,2024-05-10,257.87,Completed,Chennai,
402,1413,2024-01-14,1163.88,Completed,Delhi,
403,4839,2024-06-20,1718.52,Completed,Mumbai,
404,1417,2024-02-15,2250.14,Completed,Hyderabad,
405,358,2024-03-01,2357.64,Completed,Pune,
406,3466,2024-06-12,2292.02,Completed,Delhi,
407,4136,2024-01-13,1713.31,Completed,Delhi,
408,2950,2024-01-16,1769.8,Completed,Chennai,
409,3142,2024-05-12,205.48,Completed,Delhi,
410,2877,2024-02-07,1036.58,Completed,Pune,
411,4554,2024-06-26,2285.77,Completed,Chennai,
412,197,2024-02-07,1786.12,Completed,Bengaluru,
413,1875,2024-04-12,1276.22,Cancelled,Delhi,Delay
414,938,2024-02-25,439.78,Completed,Mumbai,
415,2195,2024-03-03,766.53,Completed,Bengaluru,
416,3531,2024-04-29,1476.32,Completed,Delhi,
417,4126,2024-02-17,2264.25,Completed,Delhi,
418,390,2024-04-14,420.37,Completed,Hyderabad,
419,2927,2024-02-28,553.64,Completed,Hyderabad,
420,347,2024-03-17,1706.51,Cancelled,Hyderabad,Payment Failed
421,2845,2024-06-20,876.54,Completed,Chennai,
422,119,2024-05-06,590.32,Cancelled,Delhi,Payment Failed
423,4616,2024-02-24,610.4,Cancelled,Delhi,Delay
424,1239,2024-02-24,1333.01,Completed,Hyderabad,
425,2781,2024-05-08,1542.61,Completed,Mumbai,
426,2128,2024-05-15,2280.0,Completed,Hyderabad,
427,2467,2024-05-06,1418.58,Completed,Delhi,
428,584,2024-05-11,1789.93,Completed,Delhi,
429,2760,2024-03-25,615.58,Completed,Pune,
430,1709,2024-04-24,1840.96,Completed,Mumbai,
431,2705,2024-02-27,1692.0,Completed,Bengaluru,
432,4838,2024-02-06,697.22,Completed,Mumbai,
433,672,2024-02-18,1739.57,Completed,Hyderabad,
434,1772,2024-03-07,686.43,Completed,Chennai,
435,1686,2024-01-19,1565.23,Completed,Hyderabad,
436,2078,2024-05-08,1738.35,Cancelled,Mumbai,Delay
437,2486,2024-01-29,1794.71,Completed,Chennai,
438,1697,2024-03-27,2291.31,Completed,Pune,
439,3602,2024-02-02,2380.03,Completed,Pune,
440,4159,2024-04-28,2063.46,Cancelled,Bengaluru,Price
441,1454,2024-06-28,2221.12,Completed,Hyderabad,
442,3207,2024-06-17,244.46,Completed,Delhi,
443,4253,2024-05-30,1034.14,Completed,Bengaluru,
444,2991,2024-05-12,291.36,Completed,Mumbai,
445,4873,2024-03-11,717.14,Completed,Pune,
446,2302,2024-05-13,1077.97,Completed,Bengaluru,
447,3259,2024-06-25,2195.42,Completed,Chennai,
448,1351,2024-01-22,1377.03,Completed,Delhi,
449,4102,2024-03-17,1692.38,Cancelled,Pune,Price
450,3950,2024-01-04,1034.48,Cancelled,Chennai,Price
451,1280,2024-03-12,1586.71,Completed,Delhi,
452,821,2024-06-13,2075.73,Completed,Delhi,
453,1344,2024-06-07,892.86,Completed,Pune,
454,2296,2024-06-13,2344.19,Completed,Delhi,
455,4,2024-05-07,690.62,Completed,Bengaluru,
456,2561,2024-02-14,2314.39,Completed,Pune,
457,2554,2024-05-15,265.08,Completed,Pune,
458,31,2024-06-16,1448.33,Completed,Pune,
459,1653,2024-04-02,2465.9,Completed,Hyderabad,
460,1299,2024-01-05,1602.49,Completed,Hyderabad,
461,4805,2024-06-04,1476.18,Completed,Pune,
462,886,2024-04-13,1769.68,Completed,Chennai,
463,1201,2024-03-21,865.4,Completed,Bengaluru,
464,3359,2024-03-27,324.01,Completed,Delhi,
465,1980,2024-05-16,777.45,Completed,Bengaluru,
466,4844,2024-05-09,605.37,Completed,Hyderabad,
467,4039,2024-03-03,2324.21,Completed,Delhi,
468,2127,2024-02-20,2160.2,Completed,Hyderabad,
469,2291,2024-04-25,930.74,Cancelled,Chennai,Price
470,3895,2024-04-22,2122.96,Completed,Delhi,
471,4597,2024-01-31,687.03,Cancelled,Pune,Price
472,205,2024-01-07,659.03,Cancelled,Pune,Delay
473,1484,2024-06-06,1965.33,Cancelled,Pune,Delay
474,2771,2024-01-03,951.94,Cancelled,Delhi,Payment Failed
475,4429,2024-02-20,349.02,Completed,Mumbai,
476,2651,2024-02-25,1855.97,Cancelled,Pune,Price
477,4262,2024-03-13,2476.08,Completed,Bengaluru,
478,2209,2024-01-10,1501.75,Completed,Pune,
479,6,2024-03-01,806.44,Cancelled,Hyderabad,Payment Failed
480,532,2024-02-19,1057.68,Completed,Pune,
481,2093,2024-05-01,1691.89,Cancelled,Pune,Payment Failed
482,4553,2024-06-23,1813.17,Completed,Mumbai,
483,227,2024-01-01,2238.56,Completed,Mumbai,
484,2100,2024-02-07,2290.32,Completed,Hyderabad,
485,4567,2024-03-19,2180.94,Completed,Chennai,
486,897,2024-03-29,1691.53,Completed,Bengaluru,
487,1321,2024-03-22,1234.66,Completed,Bengaluru,
488,2662,2024-03-07,1762.4,Cancelled,Delhi,Price
489,2560,2024-01-17,1733.1,Completed,Mumbai,
490,1665,2024-05-06,701.36,Completed,Hyderabad,
491,1526,2024-04-21,1367.37,Completed,Pune,
492,3751,2024-05-15,678.89,Completed,Bengaluru,
493,3655,2024-02-29,2267.98,Cancelled,Delhi,Price
494,2568,2024-02-09,943.47,Completed,Delhi,
495,4770,2024-03-29,2052.48,Completed,Pune,
496,1097,2024-02-10,1067.62,Cancelled,Delhi,Price
497,3099,2024-05-19,1956.59,Cancelled,Mumbai,Price
498,3241,2024-04-24,708.1,Completed,Hyderabad,
499,2823,2024-04-09,1956.61,Completed,Mumbai,
500,2928,2024-04-26,612.92,Completed,Hyderabad,
501,4994,2024-03-29,1328.88,Completed,Chennai,
502,3615,2024-04-02,461.34,Cancelled,Pune,Payment Failed
503,848,2024-05-18,1414.17,Completed,Mumbai,
504,3617,2024-02-29,2087.64,Completed,Pune,
